Driver ID,Name,Class,Manufacturers,Models,Capabilities,Power Source
"motion_sensor_battery","Motion Sensor (PIR, Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_c8ozah8n;_TZ3000_fa9mlvja;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_o4mkahkc;_TZ3000_rcuyhwe3;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZ3000_txpirhfq;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4;_TYZB01_dl7cejts;_TYZB01_jytabjkb;_TZE200_3towulqd;_TZE200_ar0slwnd;_TZE200_sfiy5tfs;_TZE200_mrf6vtua;_TZE204_mrf6vtua;_TZ3040_bb6xaihh","TS0202;TS0901;TS0601","onoff;alarm_motion;measure_luminance;measure_battery","battery"
"motion_sensor_illuminance_battery","Motion Sensor with Illuminance (Battery)","sensor","_TZ3000_mmtwjmaq;_TZ3000_kmh5qpmb;_TZE200_3towulqd;_TZE200_1ibpyhdc;_TZE200_bh3n6gk8;HOBEIAN;LUMI;Signify Netherlands B.V.;IKEA of Sweden;_TZ3000_mcxw5ehu;_TZE200_ar0slwnd;_TZE200_sfiy5tfs;_TZE200_mrf6vtua;_TZE204_mrf6vtua;_TZ3040_bb6xaihh","RTCGQ11LM;SML001;E2494;ZM-P1;ZG-204ZL;TS0202;TS0601","alarm_motion;measure_luminance;measure_battery","battery"
"motion_sensor_mmwave_battery","Motion Sensor (mmWave Radar, Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZ3000_txpirhfq;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4;_TZE200_holel4dk;_TZE200_ikvncluo;_TZE200_jva8ink8;_TZE200_lyetpprm;_TZE200_sgpeacqp;_TZE200_wukb7rhc;_TZE200_xpq2rzhq;_TZE204_ijxvkhd0;_TZE204_qasjif9e;_TZE204_sxm7l9xa;_TZE204_xsm7l9xa;_TZE200_3towulqd;_TZE200_ar0slwnd;_TZE200_sfiy5tfs;_TZE200_mrf6vtua;_TZE204_mrf6vtua;_TZ3040_bb6xaihh","TS0202;TS0001;TS0601","alarm_motion;measure_battery;measure_luminance","battery"
"motion_sensor_pir_ac_battery","PIR Motion Sensor (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZ3000_txpirhfq;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4;TS0005;TS0006;TS0501;_TZE200_3towulqd;_TZE200_ar0slwnd;_TZE200_sfiy5tfs;_TZE200_mrf6vtua;_TZE204_mrf6vtua;_TZ3040_bb6xaihh","TS0202;TS0001;TS0601","alarm_motion;measure_luminance;measure_battery","battery"
"motion_sensor_pir_battery","PIR Motion Sensor (Battery)","sensor","HOBEIAN;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_otvn3lne;_TZ3040_bb6xaihh;_TZ3040_wqmtjsyk;_TZE200_3towulqd;_TZE200_ar0slwnd;_TZE200_bq5c8xfe;_TZE200_ztc6ggyl;_TZE204_ztc6ggyl;_TZE284_0zse7xqg;_TZ3000_txpirhfq;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4;_TZE200_sfiy5tfs;_TZE200_mrf6vtua;_TZE204_mrf6vtua","ZG-204Z;TS0202;TS0601","alarm_motion;measure_battery;measure_luminance","battery"
"motion_sensor_zigbee_204z_battery","PIR Motion Sensor (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZ3000_txpirhfq;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4;_TZE200_3towulqd;_TZE200_ar0slwnd;_TZE200_sfiy5tfs;_TZE200_mrf6vtua;_TZE204_mrf6vtua;_TZ3040_bb6xaihh","TS0202;TS0601","alarm_motion;measure_battery;measure_luminance","battery"
"motion_temp_humidity_illumination_multi_battery","Multi-Sensor (Motion + Lux + Temp) (Battery)","sensor","HOBEIAN;_TZE200_uli8wasj;_TZE200_grgol3xp;_TZE200_rhgsbacq;_TZE200_y8jijhba;_TZ3000_txpirhfq;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4;_TZ3000_ywagc4rj;_TZ3000_fllyghyj;_TZ3000_zl1kmjqx;_TZE200_whpb9yts;_TZE200_locansqn;_TZE200_bq5c8xfe;_TZ3000_itnrsufe;_TZ3000_qaaysllp","ZG-204ZV;ZG-204ZL;TS0201;TS0601","alarm_motion;measure_battery;measure_luminance;measure_temperature;measure_humidity","battery"
"multisensor_battery","Multisensor (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4","","onoff;measure_battery;measure_temperature;alarm_motion;measure_luminance","battery"
"noise_level_sensor_battery","Noise Level Sensor (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4","TS0001","measure_temperature;alarm_motion;measure_luminance;measure_battery","battery"
"outdoor_light_controller_ac","Outdoor Light Controller (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;TS004F;TS0502B;TS0505B;_TZ1800_ejwkn2h2;_TZ1800_fcdjzz3s;_TZ2000_a476raq2;_TZ2000_avdnvykf;_TZ2000_hjsgdkfl;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_cehuw1lw;_TZ3000_cphmq0q7;_TZ3000_dbou1ap4;_TZ3000_fllyghyj;_TZ3000_fvh3pjaz;_TZ3000_g5xawfcq;_TZ3000_ji4araar;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_odygigth;_TZ3000_qzjcsmar;_TZ3000_tk3s5tyg;_TZ3000_uim07oem;_TZ3000_vp6clf9d;_TZ3000_xabckq1v;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZE200_wfxuhoea;TS0501;TS0005;TS0006","TS0001","onoff;dim;alarm_contact;measure_battery;light_hue;light_saturation;light_temperature","battery"
"outdoor_siren_cr2032","Outdoor Siren (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZE200_wfxuhoea;_TZ3000_ssp0maqm;_TZ3000_t13n5zo0;_TZE200_t1blo2bj;_TYST11_7hfcudw5","TS0001;TS0219;TS0601","locked;measure_battery;alarm_contact;alarm_generic;volume_set;onoff","battery"
"pet_feeder_cr2032","Pet Feeder (Battery)","other","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZE200_wfxuhoea","TS0001","measure_temperature;measure_humidity;measure_battery","battery"
"pir_radar_illumination_sensor_battery","PIR Radar Illumination Sensor Battery (Battery)","sensor","HOBEIAN;_TZE200_2aaelwxk;_TZE200_kb5noeto;_TZE200_tyffvoij;_TZE200_3towulqd;_TZ3000_txpirhfq;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4","ZG-204ZM","alarm_motion;measure_battery;measure_luminance","battery"
"pir_sensor_advanced_battery","PIR Motion Sensor Advanced (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZ3000_txpirhfq;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4","","alarm_motion;measure_luminance;measure_battery","battery"
"pm25_detector_battery","pm25 detector (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;TS0502B;TS0505B;_TZ1800_ejwkn2h2;_TZ1800_fcdjzz3s;_TZ2000_a476raq2;_TZ2000_avdnvykf;_TZ2000_hjsgdkfl;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_cehuw1lw;_TZ3000_cphmq0q7;_TZ3000_dbou1ap4;_TZ3000_fllyghyj;_TZ3000_g5xawfcq;_TZ3000_ji4araar;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_odygigth;_TZ3000_qzjcsmar;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZE200_wfxuhoea;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cfnprab5;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4","TS0001","onoff;measure_temperature;measure_battery","battery"
"pm25_sensor_battery","Pm25 Sensor (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4","TS0001","measure_temperature;alarm_motion;measure_luminance;measure_battery","battery"
"pool_pump_controller_ac","Pool Pump Controller","sensor","TS0041;TS0042;TS0043;TS0044;TS004F;TS0502B;TS0505B;_TZ1800_ejwkn2h2;_TZ1800_fcdjzz3s;_TZ2000_a476raq2;_TZ2000_avdnvykf;_TZ2000_hjsgdkfl;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_cehuw1lw;_TZ3000_cphmq0q7;_TZ3000_dbou1ap4;_TZ3000_fllyghyj;_TZ3000_fvh3pjaz;_TZ3000_g5xawfcq;_TZ3000_ji4araar;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_odygigth;_TZ3000_qzjcsmar;_TZ3000_tk3s5tyg;_TZ3000_vp6clf9d;_TZ3000_xabckq1v;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZE200_wfxuhoea;TS0005;TS0006;TS0501","TS130F","onoff;measure_power;measure_current;dim","ac"
"power_meter_socket_ac","power meter socket","socket","TS0041;TS0042;TS0043;TS0044;TS004F;TS0502B;TS0505B;_TZ1800_ejwkn2h2;_TZ1800_fcdjzz3s;_TZ2000_a476raq2;_TZ2000_avdnvykf;_TZ2000_hjsgdkfl;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_cehuw1lw;_TZ3000_cphmq0q7;_TZ3000_dbou1ap4;_TZ3000_fvh3pjaz;_TZ3000_g5xawfcq;_TZ3000_ji4araar;_TZ3000_n2egfsli;_TZ3000_odygigth;_TZ3000_qzjcsmar;_TZ3000_tk3s5tyg;_TZ3000_uim07oem;_TZ3000_vp6clf9d;_TZ3000_xabckq1v;_TZE200_81isopgh;_TZE200_m9skfctm;_TZE200_wfxuhoea;TS0005;TS0006;TS0501;_TZ3000_typdpbpg;_TZ3000_w0qqde0g;_TZ3000_8nkb7mof;_TZ3000_ew3ldmgx;_TZ3000_1h2x4akh;_TZ3000_dd8wwzcy","TS0001;TS0201;TS011F","onoff;measure_power;meter_power;measure_voltage;measure_current","ac"
"presence_sensor_mmwave_battery","Presence Sensor Mmwave Battery (Battery)","sensor","_TZE200_ztc6ggyl;_TZE284_ztc6ggyl","TS0225","alarm_motion;measure_luminance;measure_battery","battery"
"presence_sensor_radar_battery","Presence Sensor Radar (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_kb5noeto;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZE200_y8jijhba;_TZ3000_txpirhfq;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4","TS0202;TS0001","onoff;measure_temperature;alarm_motion;measure_luminance;measure_battery","battery"
"pressure_sensor_battery","Pressure Sensor (Battery)","sensor","TS0041;TS0042;TS0043;TS0044;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_fllyghyj;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_tk3s5tyg;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZ3000_1dd0d5yi;_TZ3000_2mbfxlzr;_TZ3000_46t1rvdu;_TZ3000_4rbqgcuv;_TZ3000_5e2f3n2h;_TZ3000_8nkb7mof;_TZ3000_9hpxg80k;_TZ3000_aaifmpuq;_TZ3000_ali1q8p0;_TZ3000_bffkdmp8;_TZ3000_bn4t9du1;_TZ3000_cehuw1lw;_TZ3000_cfnprab5;_TZ3000_cphmq0q7;_TZ3000_cymsnfvf;_TZ3000_ddcqbtgs;_TZ3000_dfgbtub0;_TZ3000_dlhhrhs8;_TZ3000_dpo1ysak;_TZ3000_dziaict4","TS0001","measure_battery;measure_temperature;alarm_motion;measure_luminance","battery"
"projector_screen_controller_ac","Projector Screen Controller","sensor","TS0041;TS0042;TS0043;TS0044;TS004F;TS0502B;TS0505B;_TZ1800_ejwkn2h2;_TZ1800_fcdjzz3s;_TZ2000_a476raq2;_TZ2000_avdnvykf;_TZ2000_hjsgdkfl;_TZ3000_01gpyda5;_TZ3000_0dumfk2z;_TZ3000_0ghwhypc;_TZ3000_0ht8dnxj;_TZ3000_0s1izerx;_TZ3000_26fmupbb;_TZ3000_4uuaja4a;_TZ3000_cehuw1lw;_TZ3000_cphmq0q7;_TZ3000_dbou1ap4;_TZ3000_fllyghyj;_TZ3000_fvh3pjaz;_TZ3000_g5xawfcq;_TZ3000_ji4araar;_TZ3000_kmh5qpmb;_TZ3000_mcxw5ehu;_TZ3000_mmtwjmaq;_TZ3000_n2egfsli;_TZ3000_odygigth;_TZ3000_qzjcsmar;_TZ3000_tk3s5tyg;_TZ3000_uim07oem;_TZ3000_vp6clf9d;_TZ3000_xabckq1v;_TZE200_81isopgh;_TZE200_bjawzodf;_TZE200_cwbvmsar;_TZE200_dwcarsat;_TZE200_m9skfctm;_TZE200_ryfmq5rl;_TZE200_wfxuhoea;TS0005;TS0006;TS0501","","onoff","ac"
